GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm006855t1	v1mix	0.2	upar	69%	tilapia	59	0.212	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm006859t1	rnasm	1	inpar	99%	zfish	80	NA	part	61	complete	74	Code	CodingOld	0
Funhe2EKm006860t1	rnasm	1	inpar	74%	mayzebr	75	NA	okay	92	complete	84	Code	CodingOld	0
Funhe2EKm006861t1	rnasm	0.5	upar	0	na	56	NA	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm006862t1	gmodel	0.7	noor	18%	mayzebr	69	0.244	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm006863t1	rnasm	5	orlog	95%	platyfish	89	0.583	split	94	complete	51	Code	CodingOld	0
Funhe2EKm006865t1	gmodel	0.9	inpar	37%	medaka	26	NA	okay	100	complete	90	Code	Transposon	0
Funhe2EKm006867t1	v1mix	1	inpar	100%	tilapia	88	NA	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm006868t1	rnasm	3	noor	51%	platyfish	62	0.469	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm006869t1	gmodel	8	noor	42%	platyfish	25	0.025	okay	100	complete	15	Code	Transposon	0
Funhe2EKm006870t1	rnasm	0.2	noor	35%	stickleback	74	0.103	okay	99	complete	67	Code	CodingOld	1
Funhe2EKm006872t1	rnasm	0.2	noor	10%	stickleback	0	NA	okay	100	complete	82	Code	CodingNew	0
Funhe2EKm006873t1	v1mix	5	noor	59%	platyfish	72	0.010	split	78	complete	63	Unknown	CodingOld	0
Funhe2EKm006874t1	rnasm	2	upar	82%	tilapia	100	0.133	split	100	partial	99	Code	CodingOld	0
Funhe2EKm006876t1	rnasm	7	orlog	96%	tilapia	39	NA	okay	82	partial	99	Code	CodingOld	0
Funhe2EKm006877t1	rnasm	10	orlog	100%	stickleback	100	0.044	part	62	complete	60	Code	CodingOld	0
Funhe2EKm006878t1	rnasm	7	orlog	100%	platyfish	100	0.190	okay	99	complete	35	Code	CodingOld	0
Funhe2EKm006879t1	rnasm	9	noor	0	na	0	NA	part	68	complete	23	Noncode	NoncodeNew	0
Funhe2EKm006880t1	gmodel	20	orlog	100%	platyfish	98	0.110	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm006881t1	gmodel	2	orlog	76%	platyfish	66	0.389	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm006882t1	rnasm	8	inpar	95%	tilapia	100	NA	part	56	complete	82	Code	CodingOld	0
Funhe2EKm006883t1	rnasm	1	noor	91%	mayzebr	98	0.271	part	72	partial	93	Code	CodingOld	0
Funhe2EKm006884t1	gmodel	2	noor	81%	tilapia	51	0.456	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm006885t1	rnasm	0.4	noor	83%	tilapia	89	0.224	part	67	complete	88	Code	Transposon	1
Funhe2EKm006886t1	v1mix	2	noor	14%	mayzebr	71	0.344	split	48	complete	73	Code	CodingOld	0
Funhe2EKm006887t1	rnasm	5	inpar	44%	mayzebr	93	NA	part	79	complete	69	Code	CodingOld	0
Funhe2EKm006889t1	rnasm	4	inpar	100%	mayzebr	98	NA	part	79	partial	91	Code	CodingOld	0
Funhe2EKm006890t1	rnasm	4	inpar	92%	mayzebr	100	NA	okay	95	partial	77	Code	CodingOld	0
Funhe2EKm006891l2t1	rnasm	3	orlog	99%	platyfish	87	0.176	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm006891t1	v1mix	0.2	orlog	100%	tilapia	84	0.201	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm006892t1	rnasm	30	orlog	100%	platyfish	88	0.076	okay	92	complete	70	Code	CodingOld	0
Funhe2EKm006893t1	rnasm	1	upar	26%	zfish	100	NA	okay	100	partial	62	Code	Transposon	1
Funhe2EKm006894t1	rnasm	2	inpar	37%	mayzebr	100	NA	okay	99	partial	72	Code	CodingOld	1
Funhe2EKm006895t1	gmodel	0.03	orlog	33%	platyfish	25	NA	okay	100	complete	49	Code	CodingOld	0
Funhe2EKm006896t1	gmodel	0.8	orlog	78%	medaka	99	0.178	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm006898t1	gmodel	0.03	noor	98%	tilapia	88	0.174	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm006902t1	rnasm	0.5	noor	51%	mayzebr	100	0.165	okay	100	partial	99	Noncode	CodingOld	0
Funhe2EKm006903t1	rnasm	20	upar	0	na	0	NA	okay	100	complete	12	Code	CodingNew	0
Funhe2EKm006904t1	rnasm	20	upar	0	na	28	NA	okay	83	partial	85	Code	CodingOld	0
Funhe2EKm006905t1	gmodel	1	upar	25%	mayzebr	3	NA	okay	100	complete	40	Code	CodingOld	0
Funhe2EKm006906t1	rnasm	6	inpar	90%	catfish	78	NA	okay	93	partial	24	Code	CodingOld	1
Funhe2EKm006907t1	rnasm	1	orlog	66%	catfish	56	0.036	part	56	complete	43	Code	Transposon	0
Funhe2EKm006908t1	v1mix	3	inpar	100%	platyfish	27	NA	okay	100	complete	7	Code	CodingOld	1
Funhe2EKm006909t1	rnasm	3	inpar	100%	platyfish	100	NA	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm006910t1	v1mix	10	upar	25%	stickleback	18	NA	okay	100	complete	28	Code	CodingOld	0
Funhe2EKm006911t1	rnasm	10	orlog	100%	tilapia	98	0.085	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm006913t1	rnasm	0.6	orlog	90%	mayzebr	82	0.224	okay	90	complete	82	Code	CodingOld	0
Funhe2EKm006914t1	rnasm	40	orlog	85%	platyfish	82	0.143	okay	86	complete	71	Code	CodingOld	0
Funhe2EKm006916t1	rnasm	1000	orlog	100%	platyfish	100	0.080	okay	99	complete	66	Code	CodingOld	0
Funhe2EKm006917t1	rnasm	3	orlog	100%	mayzebr	93	0.177	okay	98	complete	89	Code	CodingOld	0
Funhe2EKm006919t1	rnasm	5	orlog	97%	platyfish	100	0.169	okay	91	complete	13	Code	CodingOld	0
Funhe2EKm006920t1	rnasm	20	orlog	100%	platyfish	82	0.021	okay	83	partial	74	Code	CodingOld	0
Funhe2EKm006921t1	rnasm	10	orlog	98%	mayzebr	100	0.091	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm006922t1	gmodel	10	orlog	90%	tilapia	57	0.285	okay	100	complete	53	Unknown	Transposon	1
Funhe2EKm006923t1	rnasm	5	orlog	94%	platyfish	96	0.249	okay	94	complete	90	Code	CodingOld	0
Funhe2EKm006924t1	rnasm	1	orlog	100%	mayzebr	74	0.191	okay	100	complete	79	Code	CodingOld	0
Funhe2EKm006926t1	rnasm	20	orlog	100%	platyfish	100	0.091	okay	89	complete	57	Code	CodingOld	0
Funhe2EKm006927t1	rnasm	10	orlog	100%	medaka	100	0.052	okay	84	complete	91	Code	CodingOld	0
Funhe2EKm006928t1	gmodel	4	orlog	100%	platyfish	100	0.238	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm006930t1	rnasm	4	orlog	100%	platyfish	100	0.178	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm006931t1	rnasm	70	noor	42%	platyfish	0	NA	part	59	complete	15	Code	CodingOld	0
Funhe2EKm006932t1	gmodel	9	orlog	100%	tetraodon	86	0.027	okay	100	complete	5	Code	CodingOld	0
Funhe2EKm006933t1	gmodel	40	orlog	90%	tilapia	86	0.258	okay	100	complete	57	Code	CodingOld	0
Funhe2EKm006934t1	rnasm	7	orlog	100%	platyfish	100	0.018	okay	99	complete	74	Code	CodingOld	0
Funhe2EKm006935t1	rnasm	5	orlog	84%	platyfish	87	0.256	okay	85	complete	79	Code	CodingOld	0
Funhe2EKm006936t1	rnasm	1	orlog	88%	mayzebr	87	0.255	okay	84	complete	78	Code	CodingOld	0
Funhe2EKm006937t1	rnasm	70	orlog	99%	mayzebr	100	0.323	split	42	complete	68	Code	CodingOld	0
Funhe2EKm006939t1	rnasm	100	orlog	96%	platyfish	98	0.179	okay	100	complete	88	Code	CodingOld	0
Funhe2EKm006940t1	rnasm	7	orlog	100%	mayzebr	100	0.132	okay	97	complete	45	Code	CodingOld	1
Funhe2EKm006941t1	rnasm	0.8	orlog	91%	platyfish	100	0.237	okay	100	partial	34	Code	CodingOld	1
Funhe2EKm006942t1	rnasm	10	orlog	100%	platyfish	100	0.053	okay	94	complete	87	Code	CodingOld	0
Funhe2EKm006943t1	rnasm	10	inpar	100%	platyfish	92	NA	okay	89	complete	81	Code	CodingOld	0
Funhe2EKm006944t1	rnasm	0.4	noor	30%	tilapia	48	NA	okay	100	partial	93	Code	Transposon	1
Funhe2EKm006945t1	gmodel	0.3	noor	64%	platyfish	65	0.487	okay	100	complete	84	Code	Transposon	0
Funhe2EKm006946t1	rnasm	5	orlog	100%	mayzebr	96	0.583	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm006948t1	rnasm	6	orlog	100%	platyfish	82	0.171	okay	96	complete	51	Code	CodingOld	0
Funhe2EKm006949t1	rnasm	0.1	noor	32%	tilapia	100	0.226	okay	100	complete	46	Code	Transposon	1
Funhe2EKm006950t1	rnasm	1	orlog	97%	platyfish	100	0.097	okay	100	complete	78	Code	CodingOld	0
Funhe2EKm006951t1	rnasm	10	orlog	100%	catfish	86	0.460	okay	83	complete	99	Code	CodingOld	1
Funhe2EKm006952t1	rnasm	10	orlog	100%	platyfish	100	0.116	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm006953t1	rnasm	3	orlog	99%	platyfish	100	0.172	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm006954t1	rnasm	10	orlog	95%	platyfish	100	0.070	okay	98	complete	70	Code	CodingOld	0
Funhe2EKm006955t1	gmodel	0.8	orlog	28%	mayzebr	61	0.065	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm006956t1	gmodel	0.3	noor	84%	medaka	49	NA	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm006958t1	rnasm	7	orlog	100%	platyfish	90	0.135	okay	80	partial	76	Code	CodingOld	0
Funhe2EKm006959t1	rnasm	7	orlog	100%	mayzebr	96	0.166	okay	93	complete	55	Code	CodingOld	0
Funhe2EKm006960t1	gmodel	10	orlog	100%	mayzebr	92	0.121	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm006961t1	rnasm	3	orlog	95%	mayzebr	61	0.062	okay	83	complete	79	Code	CodingOld	0
Funhe2EKm006962t1	rnasm	1	orlog	92%	tilapia	85	0.134	okay	88	complete	77	Code	CodingOld	0
Funhe2EKm006964t1	rnasm	1	orlog	100%	mayzebr	100	0.048	okay	100	complete	18	Code	CodingOld	0
Funhe2EKm006965t1	rnasm	0.4	noor	21%	mayzebr	59	0.103	part	72	complete	76	Code	CodingOld	0
Funhe2EKm006966t1	rnasm	1	orlog	39%	platyfish	57	0.165	okay	85	partial	100	Code	CodingOld	0
Funhe2EKm006967t1	rnasm	1	orlog	100%	medaka	72	0.251	part	57	complete	83	Code	CodingOld	0
Funhe2EKm006968t1	v1mix	1	noor	0	na	63	NA	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm006969t1	rnasm	10	noor	0	na	22	NA	okay	83	complete	23	Noncode	NoncodeOld	0
Funhe2EKm006970t1	rnasm	5	orlog	100%	tilapia	100	0.030	part	76	complete	71	Code	CodingOld	0
Funhe2EKm006971t1	rnasm	0.9	noor	0	na	44	NA	okay	98	complete	39	Code	CodingOld	0
Funhe2EKm006972t1	gmodel	1	noor	52%	platyfish	89	0.537	okay	100	complete	88	Code	CodingOld	0
Funhe2EKm006973t1	rnasm	2	orlog	85%	platyfish	93	0.590	part	72	complete	59	Code	CodingOld	0
Funhe2EKm006974t1	rnasm	0.4	noor	26%	platyfish	86	0.469	part	75	partial	99	Code	CodingOld	0
Funhe2EKm006975t1	rnasm	0.8	orlog	59%	platyfish	97	0.485	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm006976t1	rnasm	1	orlog	99%	mayzebr	92	0.447	okay	100	partial	96	Code	CodingOld	0
Funhe2EKm006978t1	rnasm	0.5	noor	80%	mayzebr	99	0.290	part	76	partial	89	Code	CodingOld	0
Funhe2EKm006979t1	v1mix	0.1	orlog	100%	mayzebr	99	0.156	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm006980t1	rnasm	1	orlog	100%	mayzebr	100	0.303	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm006981t1	rnasm	10	orlog	100%	tilapia	96	0.115	okay	98	complete	63	Code	CodingOld	0
Funhe2EKm006982t1	rnasm	1	orlog	100%	platyfish	86	0.158	okay	93	complete	71	Code	CodingOld	0
Funhe2EKm006983t1	gmodel	0.2	orlog	100%	platyfish	94	0.352	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm006984t1	rnasm	40	orlog	100%	platyfish	100	0.267	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm006985t1	rnasm	20	orlog	96%	platyfish	100	0.299	part	55	complete	85	Code	CodingOld	0
Funhe2EKm006986t1	rnasm	10	orlog	100%	platyfish	93	0.307	okay	93	complete	71	Code	CodingOld	0
Funhe2EKm006987t1	gmodel	0.3	orlog	100%	mayzebr	67	0.382	okay	100	complete	56	Code	CodingOld	0
Funhe2EKm006988t1	rnasm	4	orlog	100%	platyfish	97	0.528	okay	100	complete	57	Code	CodingOld	0
Funhe2EKm006989t1	rnasm	0.7	orlog	100%	platyfish	100	0.176	okay	100	complete	99	Code	CodingOld	0
Funhe2EKm006990t1	rnasm	9	orlog	86%	platyfish	59	0.498	okay	89	complete	62	Code	CodingOld	0
Funhe2EKm006991t1	rnasm	10	orlog	100%	platyfish	73	0.229	okay	88	complete	65	Code	CodingOld	0
Funhe2EKm006992t1	v1mix	10	noor	34%	mayzebr	26	0.311	okay	100	complete	30	Code	CodingOld	0
Funhe2EKm006993t1	v1mix	5	noor	27%	platyfish	85	0.268	okay	100	partial	90	Code	CodingOld	0
Funhe2EKm006994t1	rnasm	10	inpar	73%	platyfish	82	NA	part	50	partial	99	Code	CodingOld	0
Funhe2EKm006995t1	rnasm	20	orlog	94%	platyfish	98	0.453	part	78	complete	58	Code	CodingOld	0
Funhe2EKm006996t1	rnasm	10	noor	40%	mayzebr	100	0.359	okay	100	partial	100	Unknown	CodingOld	0
Funhe2EKm006997t1	rnasm	10	orlog	97%	mayzebr	97	0.528	okay	82	complete	46	Code	CodingOld	0
Funhe2EKm006998t1	rnasm	0.9	orlog	34%	platyfish	81	0.281	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm006999t1	gmodel	0.1	upar	21%	medaka	90	0.265	okay	100	complete	39	Code	Transposon	0
Funhe2EKm007000t1	rnasm	10	orlog	83%	platyfish	100	0.283	part	73	complete	93	Code	CodingOld	0
Funhe2EKm007002t1	rnasm	0.1	orlog	9%	mayzebr	26	NA	part	57	partial	94	Code	Transposon	0
Funhe2EKm007004t1	rnasm	5	orlog	100%	platyfish	100	0.259	okay	99	complete	79	Code	CodingOld	0
Funhe2EKm007005t1	rnasm	10	orlog	100%	platyfish	80	0.205	okay	83	complete	56	Code	CodingOld	0
Funhe2EKm007006t1	rnasm	10	orlog	100%	platyfish	100	0.336	okay	93	complete	86	Code	CodingOld	0
Funhe2EKm007007t1	rnasm	1	orlog	100%	platyfish	100	0.174	part	79	partial	85	Code	CodingOld	0
Funhe2EKm007008t1	rnasm	200	orlog	100%	platyfish	97	0.135	okay	99	complete	63	Code	CodingOld	0
Funhe2EKm007009t1	rnasm	80	noor	98%	medaka	100	NA	okay	100	partial	74	Code	CodingOld	0
Funhe2EKm007010t1	rnasm	10	noor	0	na	100	NA	okay	100	partial	69	Code	CodingOld	1
Funhe2EKm007011t1	rnasm	10	orlog	100%	tilapia	100	0.468	okay	98	complete	74	Code	CodingOld	0
Funhe2EKm007012t1	rnasm	10	orlog	81%	platyfish	100	0.546	okay	88	complete	77	Code	CodingOld	0
Funhe2EKm007016t1	v1mix	3	noor	35%	mayzebr	97	NA	split	100	partial	0	Code	CodingOld	0
Funhe2EKm007017t1	rnasm	4	orlog	100%	platyfish	100	0.335	okay	99	complete	90	Code	CodingOld	1
Funhe2EKm007021t1	rnasm	4	inpar	97%	zfish	100	NA	part	69	complete	98	Code	Transposon	0
Funhe2EKm007023t1	rnasm	2	inpar	13%	zfish	68	NA	okay	100	partial	63	Code	CodingOld	0
Funhe2EKm007027t1	rnasm	6	orlog	93%	platyfish	100	0.048	okay	91	complete	53	Code	CodingOld	0
Funhe2EKm007029t1	gmodel	3	noor	76%	platyfish	40	0.393	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm007030t1	rnasm	10	orlog	100%	platyfish	94	0.173	split	83	complete	85	Code	CodingOld	0
Funhe2EKm007032t1	rnasm	20	orlog	95%	catfish	99	0.034	okay	89	complete	86	Code	CodingOld	0
Funhe2EKm007033t1	rnasm	2	orlog	100%	mayzebr	96	0.134	okay	89	complete	70	Code	CodingOld	0
Funhe2EKm007034t1	rnasm	0.9	noor	15%	tilapia	98	0.575	okay	80	partial	44	Unknown	Transposon	0
Funhe2EKm007035t1	rnasm	50	noor	0	na	0	NA	okay	100	complete	29	Code	CodingNew	0
Funhe2EKm007036t1	rnasm	300	orlog	98%	platyfish	100	0.057	okay	100	partial	80	Code	CodingOld	0
Funhe2EKm007037t1	gmodel	0.9	orlog	87%	mayzebr	59	0.040	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm007038t1	rnasm	10	orlog	100%	mayzebr	82	0.254	okay	100	complete	32	Code	CodingOld	0
Funhe2EKm007039t1	rnasm	10	orlog	100%	platyfish	96	0.055	okay	81	complete	57	Code	CodingOld	0
Funhe2EKm007040t1	rnasm	10	orlog	90%	platyfish	81	0.088	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm007041t1	rnasm	20	orlog	100%	platyfish	87	0.088	okay	90	complete	70	Code	CodingOld	0
Funhe2EKm007042t1	rnasm	1	orlog	100%	platyfish	100	0.112	okay	83	partial	73	Code	CodingOld	0
Funhe2EKm007043t1	rnasm	10	noor	30%	platyfish	89	0.166	split	100	partial	99	Code	CodingOld	0
Funhe2EKm007044t1	rnasm	10	orlog	83%	mayzebr	100	0.182	okay	82	complete	73	Code	CodingOld	0
Funhe2EKm007045t1	rnasm	1	orlog	100%	platyfish	94	0.127	okay	95	complete	68	Code	CodingOld	0
Funhe2EKm007046t1	rnasm	30	orlog	99%	mayzebr	99	0.057	okay	100	partial	93	Code	CodingOld	0
Funhe2EKm007047t1	rnasm	20	orlog	92%	platyfish	97	0.188	okay	88	complete	88	Code	CodingOld	0
Funhe2EKm007048t1	gmodel	4	noor	0	na	38	NA	okay	100	complete	45	Code	CodingOld	0
Funhe2EKm007049t1	rnasm	30	orlog	100%	platyfish	95	0.023	okay	81	complete	80	Code	CodingOld	0
Funhe2EKm007050t1	rnasm	50	orlog	100%	platyfish	96	0.031	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm007051t1	rnasm	100	orlog	100%	tilapia	90	0.007	okay	98	partial	50	Code	CodingOld	0
Funhe2EKm007052t1	rnasm	70	orlog	100%	platyfish	94	0.086	okay	99	partial	87	Code	CodingOld	0
Funhe2EKm007053t1	gmodel	3	orlog	100%	stickleback	67	0.370	okay	100	complete	73	Code	CodingOld	0
Funhe2EKm007054t1	rnasm	10	orlog	89%	mayzebr	93	0.085	part	75	partial	60	Code	CodingOld	0
Funhe2EKm007055t1	rnasm	300	noor	77%	medaka	97	0.378	part	58	partial	34	Code	CodingOld	0
Funhe2EKm007056l2t1	rnasm	5	orlog	64%	mayzebr	92	0.371	okay	87	complete	92	Code	CodingOld	0
Funhe2EKm007056l3t1	rnasm	60	orlog	100%	tilapia	96	0.087	part	55	complete	96	Code	CodingOld	0
Funhe2EKm007056t1	rnasm	2	orlog	51%	mayzebr	92	0.461	okay	100	partial	79	Code	CodingOld	0
Funhe2EKm007057t1	rnasm	10	orlog	100%	mayzebr	100	0.030	okay	99	complete	36	Code	CodingOld	0
Funhe2EKm007059t1	rnasm	5	noor	54%	catfish	0	NA	okay	88	partial	99	Noncode	CodingOld	0
Funhe2EKm007060t1	rnasm	20	orlog	81%	tilapia	93	0.032	part	64	complete	95	Code	CodingOld	0
Funhe2EKm007062t1	rnasm	0.4	noor	25%	platyfish	76	0.059	part	78	partial	58	Code	CodingOld	0
Funhe2EKm007063t1	rnasm	100	orlog	99%	platyfish	98	0.082	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm007065t1	rnasm	20	orlog	100%	platyfish	95	0.098	okay	99	complete	52	Code	CodingOld	0
Funhe2EKm007066t1	rnasm	20	orlog	99%	medaka	100	0.077	split	100	partial	69	Code	CodingOld	0
Funhe2EKm007068t1	rnasm	60	orlog	85%	medaka	100	0.153	okay	88	complete	71	Code	CodingOld	0
Funhe2EKm007069t1	rnasm	5	orlog	99%	platyfish	100	0.114	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm007070t1	rnasm	10	orlog	100%	tilapia	100	0.015	okay	91	complete	85	Code	CodingOld	0
Funhe2EKm007072t1	rnasm	3	orlog	100%	platyfish	99	0.057	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm007073t1	rnasm	70	orlog	92%	tilapia	86	0.073	part	77	partial	100	Code	CodingOld	0
Funhe2EKm007074t1	rnasm	0.4	noor	0	na	76	0.275	part	70	partial	92	Code	CodingOld	0
Funhe2EKm007075t1	rnasm	7	orlog	100%	platyfish	100	0.080	okay	95	complete	81	Code	CodingOld	0
Funhe2EKm007076t1	gmodel	0.9	orlog	100%	mayzebr	84	0.104	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm007077t1	rnasm	8	orlog	100%	tilapia	100	0.113	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm007079t1	rnasm	10	orlog	100%	platyfish	96	0.098	okay	99	complete	96	Code	CodingOld	0
Funhe2EKm007080t1	rnasm	9	orlog	100%	platyfish	90	0.267	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm007081t1	rnasm	20	inpar	100%	mayzebr	98	NA	part	35	complete	51	Code	CodingOld	0
Funhe2EKm007082t1	v1mix	10	noor	12%	mayzebr	100	0.042	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm007083t1	rnasm	6	orlog	100%	platyfish	100	0.072	split	95	complete	64	Code	CodingOld	0
Funhe2EKm007085t1	rnasm	3	orlog	87%	tilapia	96	0.213	part	68	complete	80	Code	CodingOld	0
Funhe2EKm007086t1	rnasm	3	orlog	100%	tilapia	100	0.033	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm007089t1	gmodel	2	inpar	84%	stickleback	10	NA	okay	100	complete	82	Code	CodingOld	0
Funhe2EKm007092t1	rnasm	10	orlog	91%	platyfish	100	0.195	okay	98	complete	86	Code	CodingOld	0
Funhe2EKm007093t1	rnasm	40	inpar	100%	mayzebr	100	NA	okay	98	partial	77	Code	CodingOld	0
Funhe2EKm007094t1	rnasm	20	orlog	100%	platyfish	100	0.487	okay	99	complete	95	Code	CodingOld	0
Funhe2EKm007095t1	rnasm	20	orlog	79%	platyfish	100	0.504	split	100	partial	92	Code	CodingOld	0
Funhe2EKm007096t1	rnasm	2	orlog	100%	platyfish	93	0.337	part	29	partial	99	Code	CodingOld	0
Funhe2EKm007097t1	rnasm	60	orlog	99%	platyfish	100	0.194	okay	81	complete	76	Code	CodingOld	0
Funhe2EKm007098t1	rnasm	10	inpar	100%	platyfish	95	NA	split	99	complete	83	Code	CodingOld	0
Funhe2EKm007100t1	rnasm	0.2	upar	35%	tilapia	79	0.088	part	7	partial	94	Noncode	CodingOld	1
Funhe2EKm007101t1	rnasm	0.1	upar	42%	tilapia	76	0.153	0	0	partial	0	Code	CodingOld	1
Funhe2EKm007102t1	rnasm	0.9	upar	100%	platyfish	87	0.406	okay	88	partial	86	Code	CodingOld	0
Funhe2EKm007103t1	rnasm	5	noor	33%	tilapia	44	NA	okay	99	complete	79	Code	CodingOld	0
Funhe2EKm007104t1	v1mix	10	inpar	100%	tilapia	95	NA	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm007105t1	gmodel	0.1	noor	4%	medaka	73	0.181	okay	100	complete	36	Code	CodingOld	0
Funhe2EKm007106t1	rnasm	7	orlog	100%	platyfish	99	0.023	part	79	complete	59	Code	CodingOld	0
Funhe2EKm007107t1	gmodel	0.2	inpar	57%	catfish	22	NA	okay	100	complete	29	Unknown	CodingOld	0
Funhe2EKm007109t1	gmodel	1	upar	24%	platyfish	60	0.223	okay	100	complete	92	Code	CodingOld	0
Funhe2EKm007110t1	rnasm	5	orlog	96%	mayzebr	96	0.096	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm007111t1	rnasm	0.8	noor	48%	tilapia	100	0.050	okay	83	complete	70	Code	CodingOld	0
Funhe2EKm007112t1	rnasm	20	orlog	100%	platyfish	79	0.359	okay	95	complete	89	Code	CodingOld	0
Funhe2EKm007113t1	rnasm	0.6	noor	9%	medaka	66	0.161	okay	98	complete	68	Code	CodingOld	1
Funhe2EKm007114t1	rnasm	5	orlog	97%	platyfish	100	0.238	part	77	complete	96	Code	CodingOld	0
Funhe2EKm007116t1	rnasm	0.4	orlog	23%	medaka	0	NA	okay	100	partial	99	Noncode	CodingOld	1
Funhe2EKm007118t1	v1mix	60	inpar	100%	platyfish	100	NA	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm007120t1	rnasm	10	upar	0	na	0	NA	part	77	complete	50	Code	CodingNew	0
Funhe2EKm007121t1	rnasm	10	orlog	100%	platyfish	97	0.513	okay	94	complete	91	Code	CodingOld	0
Funhe2EKm007126t1	gmodel	4	noor	2%	tilapia	42	0.012	okay	100	complete	93	Code	CodingOld	0
Funhe2EKm007129t1	v1mix	0.1	noor	7%	platyfish	54	0.182	okay	100	complete	35	Unknown	CodingOld	0
Funhe2EKm007130t1	rnasm	10	orlog	100%	platyfish	90	0.130	split	99	complete	91	Code	CodingOld	0
Funhe2EKm007132t1	rnasm	2	upar	0	na	41	0.414	okay	99	partial	53	Code	CodingOld	1
Funhe2EKm007133t1	rnasm	100	orlog	100%	platyfish	93	0.167	part	72	complete	95	Code	CodingOld	0
Funhe2EKm007134t1	v1mix	50	noor	10%	platyfish	99	0.276	split	100	partial	99	Code	CodingOld	0
Funhe2EKm007135t1	rnasm	40	orlog	100%	mayzebr	100	0.067	okay	97	partial	69	Code	CodingOld	0
Funhe2EKm007136t1	rnasm	10	orlog	100%	mayzebr	99	0.111	okay	97	complete	83	Code	CodingOld	0
Funhe2EKm007137t1	rnasm	4	orlog	100%	tilapia	100	0.254	okay	87	complete	65	Code	CodingOld	0
Funhe2EKm007138t1	rnasm	20	orlog	100%	platyfish	100	0.092	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm007139t1	rnasm	30	orlog	100%	platyfish	100	0.086	okay	96	complete	85	Code	CodingOld	0
Funhe2EKm007141t1	rnasm	5	orlog	99%	mayzebr	100	0.081	okay	99	complete	94	Code	CodingOld	0
Funhe2EKm007142t1	rnasm	1	noor	67%	mayzebr	99	0.240	okay	100	complete	60	Code	CodingOld	1
Funhe2EKm007143t1	rnasm	10	orlog	100%	mayzebr	100	0.243	okay	98	complete	86	Code	CodingOld	0
Funhe2EKm007144t1	rnasm	10	orlog	100%	platyfish	100	0.068	okay	100	complete	16	Code	CodingOld	0
Funhe2EKm007145t1	rnasm	20	orlog	100%	mayzebr	100	0.173	okay	100	complete	74	Code	CodingOld	1
Funhe2EKm007146t1	gmodel	20	orlog	100%	medaka	86	0.132	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm007147t1	gmodel	0.6	noor	73%	mayzebr	81	0.312	okay	100	complete	55	Unknown	CodingOld	0
